recipe_name,weight,energy_gm,protein_gm,fat_gm,carbs_gm,total_dietary_fibre_gm,sugar_gm,sodium_mg,trans_fat_gm,total_saturated_fat_gm,cholesterol_mg,added_sugar_gm,clusterID,energy_gm_tag,protein_gm_tag,fat_gm_tag,carbs_gm_tag,total_dietary_fibre_gm_tag,sugar_gm_tag,sodium_mg_tag,trans_fat_gm_tag,total_saturated_fat_gm_tag,cholesterol_mg_tag,added_sugar_gm_tag
"dry fruit halwa,dry fruit barfi",100,445.6737589,11.58014184,27.73900709,43.76453901,4.482269504,31.22269504,152.6241135,0.032624112999999996,3.556028369,4.539007092,0.0,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
"rava kesari,kesari,kesari bhath,kesari bath,sooji kesari,semolina kesari,sheera",100,446.7088608,7.572151899,17.34810127,67.00632911,0.417721519,26.01392405,12.40506329,0.0,0.9851898729999999,1.265822785,0.0,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
"bournvita peda,bournvita burfi",100,448.57142860000005,4.1428571430000005,14.8,76.10571429,0.0,52.91428571,3.0857142860000004,0.0,0.12857142900000001,0.0,0.0,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
"sweet lapsi,sweet dalia,sweet broken wheat porridge",100,461.81415930000003,5.897168142000001,19.90840708,68.61336283,4.687610619,35.94327434,7.327433628,0.0,0.70200885,0.796460177,0.0,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
"moong dal halwa,moong daal halwa,mung dal halwa",100,462.98319330000004,9.410084034,19.89142857,63.35546218,3.386554622,42.15210084,10.09243697,0.000756303,0.19169747899999998,0.0,0.0,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
mohanthal,100,482.962963,10.69185185,22.45111111,59.94666667,4.8,38.08888889,28.77777778,0.306666667,0.0,0.0,0.0,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
"wheat halwa,atta halwa,godhumai halwa,tirunelveli halwa",100,520.1551724,3.22,28.561206899999995,65.68396552,2.015517241,51.99706897,583.8965517000001,0.0,0.40256896600000003,0.517241379,0.0,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
"horlicks peda,horlicks burfi",100,536.7,7.817,32.207,55.24,3.24,34.545,59.5,0.5589999999999999,0.9259999999999999,0.0,1.35,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
mysore pak,100,573.5454545,4.070909091,37.58,55.95818182,1.963636364,47.33636364,12.09090909,0.125454545,0.0,0.0,0.0,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
"badam halwa,almond halwa,badam ka halwa",100,591.1111111,7.833333333,44.41851852,45.01111111,4.62962963,38.57407407,0.740740741,0.005555556,1.4081481480000002,0.0,0.0,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
"badaam ka halwa,almond halwa,badam halwa,badam ka halwa",100,422.6292135,3.320561798,28.11325843,39.2652809,1.203370787,33.94752809,120.741573,0.001011236,0.25631460699999997,0.0,0.0,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
"moong dal sheera,moong dal halwa",100,405.0557276,7.233065015,20.54520124,47.66380805,2.291021672,30.89783282,11.91950464,0.0,0.0063157890000000005,0.0,0.0,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
"pineapple kesari,pineapple kesari bath,pineapple sheera",100,428.822695,6.045484634,17.06803783,64.1050591,0.26666666699999997,24.48756501,10.90307329,0.0,0.441588652,0.567886525,0.0,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
"almond and egg squares,almond squares (with egg)",100,422.05660379999995,5.287735849,31.06886792,32.22358491,1.179245283,30.55,20.37735849,0.001415094,1.22490566,5.4716981129999995,0.0,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
"amla murrabba,sweet gooseberry pickle",100,222.5,0.25,0.05,56.84,3.65,49.9,3.0,0.0,0.0,0.0,0.0,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
hot n sweet dip,100,315.5008606,1.4595180719999998,1.548433735,77.66385542,3.773493976,72.92421687,1245.53012,0.0,0.266963855,0.0,0.0,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
honey noodles with almond flakes,100,611.5384615,1.4330769230000002,49.97461538,43.89153846,0.9538461540000001,42.00461538,2.0,0.8123076920000001,2.672076923,1.615384615,0.0,18,HIGH,LOW,,HIGH,LOW,,,HIGH,,HIGH,HIGH
paneer mushroom cashew stir fry,100,204.81524119999997,6.309539474,16.44786184,9.178106725,1.8192616959999999,1.986019737,543.5,0.0,4.468338816,12.5,0.0,11,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
babycorn and paneer subzi,100,158.321355,4.433441734,9.383468835,14.19490515,2.400542005,0.9843902440000001,234.64086719999997,0.108682927,4.512704607,14.09756098,0.0,11,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
lamb stew,100,160.1413987,5.917891782000001,12.51235324,5.933027055,0.7283307809999999,0.251148545,303.8815722,0.0,2.942621235,18.63195508,0.0,11,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
bhetki gondhoraj,100,161.4982896,8.172611174,11.63204105,6.9958722920000005,0.384948689,2.843842645,503.0159635,0.0,3.519397948,14.02508552,0.0,11,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"paneer mushroom and capsicum satay,paneer,mushrooms and bell pepper satay",100,161.524644,5.261117196,12.36460022,7.740010953,1.3544359259999998,2.301533406,226.61993430000004,0.009638554,3.3238904710000003,14.45783133,0.0,11,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
peanut sesame vegetables,100,171.2753606,5.52990991,11.76135135,11.081032800000001,2.352252252,1.452670392,242.7675676,0.071351351,3.26272973,11.89189189,0.0,11,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
channa aam kashundi paturi,100,173.5377358,9.444528302,12.49976415,5.83745283,1.49009434,2.108632075,457.98584910000005,0.000792453,1.978283019,12.83018868,0.0,11,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
tomato feta salad,100,184.5698052,4.586931818,15.82636364,4.594318182,2.2306818180000003,1.030227273,1167.227273,0.0,4.866818182,20.22727273,0.0,11,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
peppered mushrooms paneer cashew dish,100,187.0165354,6.175559055,14.799212599999999,7.007947507000001,1.549265092,1.196692913,129.35354329999998,0.083149606,5.324487402,21.25984252,0.0,11,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"omellette with bacon,bacon omelet",100,192.4567388,7.834126456,15.11085691,6.174101498,0.916347754,0.128535774,84.54783694,0.016597338,2.781947171,8.236272879,0.0,11,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"paneer satay sticks,paneer satay",100,194.06057140000001,6.408571428999999,11.37333333,15.98933333,2.676190476,1.4138095240000002,238.6180952,0.050285714,2.9894285710000004,12.57142857,0.0,11,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
thai paneer green curry,100,198.0881371,5.81182061,16.53142666,7.274417983999999,1.15056755,1.968640107,379.11840639999997,0.09863343,2.320888938,5.1079456930000005,0.0,11,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
afghani chicken,100,200.32377309999998,5.802421925,14.64100701,13.12962396,1.9111536009999999,2.024601657,395.6367113,0.147380497,4.722735500000001,3.544933078,0.0,11,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
mughlai fish curry,100,177.5021889,3.5857661039999997,14.67854909,8.988705441,2.642526579,0.295497186,1554.148218,0.227642276,1.734950594,4.596622889,0.0,11,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
peanut and sesame vegetables,100,160.9561987,5.072892562,10.78933884,11.0718949,2.15785124,2.134651463,222.70413219999998,0.065454545,2.993082645,10.90909091,0.0,11,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"crispy karela,pavakkai fry,bitter gourd fry",100,159.6310976,2.7182317069999997,8.218506097999999,20.38920732,2.71554878,0.512469512,487.2347561000001,0.06456097599999999,0.910987805,0.731707317,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"batata chips nu shak,alu chips sabzi,spicy potato wedges",100,183.2907801,2.524680851,9.976241135,21.87014184,1.657446809,1.085035461,285.0141844,0.124822695,0.825156028,0.638297872,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"hari chutney,green chutney",100,75.15151515,4.725555556000001,1.702020202,11.64646465,4.157575758,0.9090909090000001,442.0040404,0.0,0.164252525,0.363636364,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
hariyali parwal,100,76.51174668,2.538641471,5.165040858,5.481516854,1.339121553,0.109244127,229.4785495,0.06741573,0.799601124,1.838610827,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"capsicum poriyal,casicum subzi,capsicum dry curry,capsicum besan subzi",100,86.59649123,1.639766082,6.85122807,4.825730994,2.755555556,0.0,231.9181287,0.000982456,3.034035088,0.42105263200000004,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"turkish cacik,cucumber yogurt dip",100,87.97809077,2.62372457,6.622535211000001,4.683505477,0.929577465,0.009389671,353.2519562,0.0,1.9269702659999999,3.755868545,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"curd shorba,dahi shorba",100,96.54464781,3.431425402,5.869689407,7.3910759839999995,0.786466999,0.826012202,270.0349418,0.073876872,1.4859950080000002,3.993344426,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
lauki raita,100,107.4922689,4.545630003,7.546331835,6.478835398999999,1.969152319,0.491007786,460.7955916,0.019300361999999998,1.548273385,2.631867529,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
banana ice cream,100,110.49462369999999,1.407096774,0.64516129,24.19193548,1.548387097,0.0,166.80645159999997,0.025806452,0.245268817,1.548387097,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"bhindi raita,okra raita",100,112.6156788,2.973881453,8.916826003999999,6.064780115,1.152198853,0.48887189299999995,281.957935,0.12114722800000001,1.565648184,3.671128107,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"0 oil ma ki dal,zero oil maa ki dal,maa ki dal without oil",100,114.82424240000002,6.928393938999999,1.0875,19.54983333,3.717575758,0.590151515,321.2560606,0.143818182,3.693183333,1.363636364,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
baby corn paneer jalfrezi,100,117.3789314,4.317394676,4.689015249,14.40338589,2.194468855,2.4064616180000002,305.4799173,0.103654691,1.604729904,3.5151201860000003,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
lettuce wraps,100,119.66982409999999,6.096603517999999,8.059729363999999,7.137807848,2.787956698,2.6600811909999997,1020.7780779999999,0.047631935,0.820219215,1.759133965,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
vegetarian lettuce wraps,100,121.92366409999998,6.23555864,8.258764747,7.125218597999999,2.8408049969999998,2.6967383760000003,643.4240111,0.048854962,0.839311589,1.8043025680000002,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
mushroom curry,100,126.2405063,3.742531646,8.765189872999999,9.78801085,1.460940325,3.214466546,421.9710669,0.095479204,1.232799277,2.169981917,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
patal chingri,100,126.2972241,4.7637779280000005,7.888016249,9.664421124,1.132972241,0.182769127,280.9336493,0.10743398800000001,0.581117129,0.36560595799999995,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
gavarfali ki sabzi,100,90.8,3.5426666669999998,7.197904762,8.994666667,3.245714286,0.206666667,398.9142857,0.113714286,1.02647619,2.285714286,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"mor kozhambu,buttermilk kuzhambu",100,127.2415094,4.600754717,7.850566037999999,9.76,2.139245283,0.0,340.1826415,0.053132075,1.347320755,3.6226415089999997,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"hara tava paneer,hara paneer tikka",100,126.7222222,2.681333333,8.493111111000001,11.56955556,3.0511111110000004,3.427555556,523.2333333,0.07200000000000001,0.5264,1.2,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"kalo jeere diye phoolkopi shorshay,shorshe phulkopi,kalo jeere diye maach,fish curry in nigella flavored spicy sauce",100,177.8410351,3.764861368,14.03770795,10.7094085,2.8258780039999998,3.282532348,448.3826248,0.020166359,1.9801866909999999,1.6635859519999998,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"pad thai noodles veg,vegetable pad thai",100,167.7627882,6.322103618,8.198726859,17.03167304,1.945461845,3.632803529,719.3468504,0.079772768,0.627353881,1.5712818030000002,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"bengali style pumpkin curry,kumror chhokka,bengali kumro chenchki,green pumpkin curry",100,162.3552874,4.465378151,12.35420168,9.142268908,4.91210084,0.921428571,335.84605039999997,0.0,1.149117647,1.764705882,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
mashed potato,100,158.0,1.647695853,8.430414747,19.29677419,1.4914746540000001,0.0,233.63594469999998,0.00921659,2.124423963,0.552995392,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
stir fry noodles with tofu,100,147.6781874,5.275844001,2.892741935,25.19286482,2.274722649,0.596296296,523.0621265999999,0.015770608999999998,0.298263441,1.553166069,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
thai vegetable cakes,100,209.7377939,2.27283906,12.37660036,24.01699819,3.280650995,0.594936709,463.2712477,0.20050632899999998,0.628312839,0.841772152,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
corn methi kebab,100,145.5,3.7580434780000003,2.356956522,28.78956522,2.752173913,2.850869565,441.68695650000006,0.019130435,0.300608696,1.369565217,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"murg mussalam,murgh mussalam,mughlai murgh mussalam",100,142.0637354,4.265123033,9.596409843,10.92518758,1.452359823,0.74546188,815.3682937000001,0.053247277,1.892043566,3.630496168,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
moong in coconut gravy,100,140.7586207,3.4806523769999997,11.483839699999999,7.47610438,3.985461323,3.203970177,186.0745573,0.000782852,2.48537931,0.18639329,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
crispy noodles,100,139.0200897,5.894115905,8.390392117000001,10.30402733,1.630251928,1.329665366,1107.418805,0.108396633,0.589329501,3.202627797,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"methi mangodi,dal methi mangodi sabzi",100,132.4567499,6.330572887000001,6.330856495,12.20974759,3.68145207,0.608536585,295.43077139999997,0.079364719,0.45268576299999996,0.731707317,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
capsicum raita,100,147.2533445,3.1098913039999996,12.58166388,6.051354515,0.956270903,0.06565217400000001,194.26672240000002,0.176588629,1.8194724080000002,4.013377926,0.0,10,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
thai style pumpkin soup,100,226.11412430000001,2.2907683619999997,20.28551412,8.713435028,0.32519774,0.015627119,222.22146890000002,0.029830508,0.079220339,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
palak khichdi,100,230.4692557,5.0952750810000005,6.430420712,37.08970874,2.607119741,0.71210356,272.20711969999996,0.061436893,1.4743948219999998,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"farali misal,maharashtrian upvas snack",100,231.75384619999997,5.793230769,17.19446154,15.58984615,4.701538462,0.8867692309999999,612.6153846,0.054153846,1.109661538,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
almond omellette,100,234.8205128,11.37435897,19.22051282,0.33846153799999995,0.0,0.066666667,1342.974359,0.0,0.0,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
2 egg white and onion omelette,100,244.30581040000004,8.13706422,22.52061162,2.8772477060000003,0.639143731,0.097247706,119.6697248,0.25834862399999997,0.68040367,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"drumstick dal,drumstick arhar dal",100,245.0976205,12.16319707,7.805674192000001,31.70913972,7.699267846000001,0.338804149,487.0353874,0.11908480800000001,2.0389731540000002,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"peppered prawns in coconut milk,prawns in coconut milk",100,251.256917,8.041660079,20.848616600000003,7.88428195,0.518577075,0.014624506,150.3768116,0.00083004,2.446268775,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
thai style coconut cream soup,100,253.641676,3.232793296,19.477206699999996,16.55681564,1.724581006,0.162681564,220.8011173,0.009832401999999999,0.04377095,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
thai crispy vegetables,100,253.641676,3.232793296,19.477206699999996,16.55681564,1.724581006,0.162681564,220.8011173,0.009832401999999999,0.04377095,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"aloo kurkure,chatpate kurkure aloo",100,253.86851209999998,4.267128028,10.87058824,35.35778547,1.532179931,0.37785467100000003,407.5432526,0.182698962,0.488927336,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
rajma kebab,100,273.87368419999996,10.66926316,9.254315789,37.46421053,1.345263158,0.040421053,411.4526316,0.148210526,0.424189474,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
calcutta fish fry,100,271.84078639999996,11.41235158,16.7522128,19.12078643,1.326484194,1.5190593680000002,424.6010023,0.0,1.888220894,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
fresh orange juice without sugar,100,274.7252747,0.0,0.0,0.0,0.0,0.0,1.142857143,0.0,0.0,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"coconut chutney,nariyal chutney",100,279.10655739999993,8.58010929,17.36229508,22.77327869,8.793442622999999,0.382786885,561.4125683,0.07213114799999999,0.19795901600000002,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
mushroom balls,100,287.192,5.90648,13.200560000000001,37.381679999999996,1.1776,1.0136,317.728,0.2112,0.677736,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"neymeen vatti pattichathu,karimeen vatti pattichathu,spicy mathi vatichathu,neimeen vatti chathu,seer fsh with spicy masala,spicy seerfish,cooked seerfish,seerfish masala",100,298.4858156,2.456956265,27.24379433,11.16862884,0.802423168,0.14893617,574.2429078,0.052009455999999996,0.142823877,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"bhapa ilish,steamed hilsa",100,306.53472220000003,19.76840278,22.98840278,5.429097222,2.085416667,0.12,313.2638889,0.000388889,0.267847222,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
khaka chingri bhapa,100,307.9515419,14.02185022,24.95422907,7.869955947,5.287665198,0.767488987,391.246696,0.00024669599999999997,1.601621145,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"iggaru royya,kerela prawn curry",100,109.39385279999999,12.9956183,4.702416011,3.772430307,1.807862759,0.268784846,320.36740530000003,0.067848463,1.5262802,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"goan style prawn pie,goan prawn pie,goan style empada de camarao,prawn pie,empada de camarao",100,223.66284219999997,10.44091787,9.337560386,25.72616345,2.582085346,0.958937198,897.2888485999999,0.095531401,2.149215378,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"chingri malai curry,chingri malai kari,bengali king prawn coconut curry,prawn coconut curry",100,269.01055410000004,11.63134565,21.73331135,7.442295515,0.56530343,1.455277045,312.11609500000003,0.00036939300000000003,0.740902375,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
coconut cream,100,296.0,3.0,27.73333333,8.666666667000001,9.066666667,0.0,1.333333333,0.0,0.0,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
vegetable stew,100,243.36363640000002,2.4724242419999998,19.66525253,14.19242424,1.251515152,1.174949495,398.53535350000004,0.053333333,0.145787879,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
crispy vegetables,100,213.3508791,5.098406593,6.379835165,34.52082418,2.912087912,0.745604396,226.95274730000003,0.077362637,0.38535714299999996,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"veg kozhambu,kolumbu curry",100,159.6963907,9.622016985,1.139129512,28.431486199999995,6.206581741,0.156348195,673.7104034,0.040305732000000004,0.925558386,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"shahi dal,creamy urad dal,shahi urad dal",100,158.3608871,6.988185484,5.983366935,17.12659274,3.057056452,0.3875,407.3790323,0.095685484,2.154125,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"beetroot poriyal,beetroot sabji,beetrot sabzi",100,154.54844609999998,2.644095064,11.37111517,10.62654479,5.305667276,0.021937843,399.1078611,0.064351005,0.171239488,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
buttermilk rasam,100,152.9428571,5.942571429,8.406,16.26242857,5.271428571,0.263,577.2857142999999,0.0678,1.6099571430000001,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
andhra mutton curry,100,152.6324952,9.956547388999999,10.62812379,4.609796905,1.47794971,0.45041586100000003,393.1083172,0.142862669,2.330441006,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
oatmeal with skimmed milk,100,151.7272727,6.234415584,2.351168831,26.72597403,3.541558442,0.347142857,2.103896104,0.0,0.38922077899999996,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
fried potato,100,148.7867299,1.3748273530000001,8.304265402999999,16.22831415,1.971699391,0.11371022300000001,279.70142180000005,0.0,1.175746784,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"fried eggs, sunny side up,sunny side up,fried egg,bull's eye,bullseye",100,148.1513158,11.22203947,10.70065789,1.7328947369999999,0.580592105,0.0,637.4671053,0.0,0.0,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
coconut milk,100,148.0,1.5,13.86666667,4.333333333,4.533333333,0.0,2.666666667,0.0,0.0,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
daab bhappa bhetki,100,146.54191819999997,13.74900067,7.707511737000001,5.935452716,2.485982562,0.332997988,183.9114688,0.000375587,0.092866533,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"kosambiri,hesaru bele carrot kosambari,kosambari,moong dal kosambiri,moong dal and cucumber kosambiri",100,160.3076923,5.033846154,9.686939444,13.40772504,5.042225859,0.051260229000000004,330.3404255,0.057610475,0.152379705,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"bhetki maacher paturi,bhekti paturi,barramundi fish wrapped in banana leaf",100,144.8680556,14.01840278,7.488402777999999,5.512430556,2.085416667,0.12,324.93055560000005,0.000388889,0.267847222,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"prawns cooken in poppy seeds curry,chingri posto,bengali style chingri posto",100,137.1693989,10.73125683,6.208087432,10.48273224,2.8360655739999996,0.29409836100000003,458.273224,0.0,0.6341311479999999,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"tindora fry,tendli fry,fried tendli,ivy gourd stir fry",100,135.7383592,1.256496674,13.5004878,2.931529933,0.223503326,0.069445676,460.5232816000001,0.234146341,0.61708204,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"drumsticks leaves dry sabzi,drumstick leaves sabzi,drumstick leaves sabji,drumstick leaves bhaji,moringa leaves sabzi,murungai keerai poriyal",100,134.2181208,5.3643624160000005,7.226510067,12.09456376,7.923825503,0.010067114,325.9932886,0.044295302,0.117422819,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
mushroom and cheese omelette,100,134.1316188,4.229652042,9.033676247999999,5.999878971,1.4307110440000002,0.41776096799999995,195.4750378,0.053422088,1.67207413,0.007564296999999999,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
pabda tomatoer jhol,100,131.0142631,15.08380349,5.817812995,5.283898574,0.820919176,0.163724247,7.697305864,0.030263073999999997,1.155093502,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
green papaya salad,100,126.98135020000001,6.36458038,0.8422528909999999,23.99449459,8.232599776,1.0329354720000001,182.9022753,0.0,0.07336367,0.026109661,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"goan style chicken galinha cafreal,chicken cafreal,goan chicken cafreal,galinha cafreal",100,126.2799097,1.99096313,7.148607976,13.859322800000001,4.340030098,0.502257336,732.9198646000001,0.099322799,0.42624228700000005,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"omellette with veggies,veg omelet,veg omelette",100,125.0295082,6.1755409839999995,7.8210819670000005,8.869836066,2.80557377,0.25255737699999997,431.1796721,0.038775956,0.171346448,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
batter fried fish finger,100,122.90901640000001,11.94256284,3.13820765,10.94787978,0.041912568,0.01,102.4551913,0.043278689,0.115496175,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"jumbo prawns pepper style,prawn pepper fry,shrimp pepper fry,pepper prawns,pepper shrimp",100,119.7423313,12.35515337,6.376871166,3.677852761,1.219018405,0.163067485,300.0674847,0.097521472,0.291723926,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"jheenge aloo posto,jhinge aloo poshto,jhinge aloo posto,ridgegourd and potato in poppy seed paste",100,138.6377358,2.11909434,9.81645283,11.43720755,3.1660377360000003,0.658188679,299.9207547,0.11954717,0.625554717,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
poached egg,100,161.2326531,12.16,12.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"lehsuni palak chawal,garlic spinach rice,garlic spinach fried rice,lahsuni palak rice",100,161.2747322,3.805494644,0.8793320729999999,33.73971014,2.074795211,0.926465028,150.5286704,0.035450536,0.7502476370000001,0.0,0.0,15,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
