recipe_name,weight,energy_gm,protein_gm,fat_gm,carbs_gm,total_dietary_fibre_gm,sugar_gm,sodium_mg,trans_fat_gm,total_saturated_fat_gm,cholesterol_mg,added_sugar_gm,clusterID,energy_gm_tag,protein_gm_tag,fat_gm_tag,carbs_gm_tag,total_dietary_fibre_gm_tag,sugar_gm_tag,sodium_mg_tag,trans_fat_gm_tag,total_saturated_fat_gm_tag,cholesterol_mg_tag,added_sugar_gm_tag
"orange kheer,kamlalebu kheer,komola kheer",100,157.2049043,2.026200873,2.096069869,7.492663755,0.0,3.922270742,732.2663755,0.139737991,1.3275109170000001,8.384279476,0.0,3,,LOW,LOW,,LOW,,,HIGH,,HIGH,HIGH
raita pineapple,100,114.2554745,2.416715328,1.942408759,22.678978100000002,0.403649635,18.02386861,611.3868613,0.0,1.179087591,3.505751825,0.0,3,,LOW,LOW,,LOW,,,HIGH,,HIGH,HIGH
"pepper chicken,murgh kalimirch,murg kalimirch,pepper chicken fry,spicy chettinad pepper chicken",100,121.61549299999999,11.43698592,6.781408451,3.153070423,0.752676056,0.414873239,501.4704225,0.16644507,3.41863662,45.63380282,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"sichuan chicken with smoked chillies n peanuts,sichuan chicken,szechuan chicken with pepper",100,126.80026200000002,15.12926435,4.493739358,4.112835625,0.707924034,0.22658808100000002,421.845012,0.0,1.145487885,60.04715128,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"mutton chaap curry recipe,calcutta mutton chaap,mutton ribs in rich spicy gravy,kolkatar mutton chaap",100,127.0319149,9.069680851000001,7.938297872000001,4.861702128,0.79787234,0.0,510.29787230000005,0.0,0.610319149,1.276595745,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"chicken pallipalayam,pallipalayam chicken fry,erode chicken pallipalayam",100,127.65853659999999,10.485,7.5043826220000005,4.555426829,0.97195122,0.009146341,405.24314019999997,0.037957317000000004,3.673355945,49.16158537,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"murgir jhol,chicken jhol,bengali chicken curry,murgir patla jhol",100,135.3451594,9.663066747,7.7669332529999995,6.287492482999999,0.8708959709999999,0.561280818,236.18701140000002,0.057245940999999995,2.513702946,36.89116055,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"pahadi chicken curry,pahadi chicken,pahadi chicken gravy,pahadi murgh",100,133.7614955,11.76143962,7.488182209,5.318014611000001,1.91134508,0.01611517,526.9548775000001,0.067468844,1.316335625,44.800171899999995,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
grand trunk chicken,100,134.8544304,11.22351266,7.037689873,6.729018987000001,1.562974684,0.377025316,182.59177219999998,0.06039557,2.7287088610000003,41.39240506,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"himachali pahadi mutton,pahari mutton curry,mutton rara,himachali rara",100,135.20897040000003,10.31378186,8.848318042999999,4.0582263,1.120285423,0.38572884799999996,420.803262,0.123669725,2.462495413,0.611620795,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"jumbo prawns sweet n spicy,sweet & spicy prawns,sweet n spicy prawns,sweet n spicy shrimp",100,120.6263188,11.17350854,3.01197583,6.879762133,0.9510838290000001,2.379052369,593.502206,0.042519087000000004,0.217662191,80.70074813,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"hariyali chicken tikka masala,haryali murg masala",100,137.1879699,9.509172932,10.13443609,2.268270677,1.6421052630000001,0.156992481,626.6917292999999,0.069022556,3.6562857139999996,49.62406015,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"tamil nadu chicken salna,chicken salna,quick chicken curry,nattu kozhi salna,thattukadai chicken salna",100,130.3469432,10.0989933,8.300820912,3.9964441560000004,1.479887665,0.413912292,452.0842515,0.166148196,3.62576712,46.446316700000004,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"kancha lonka murgi,green chilli chicken",100,120.3258347,11.28848449,6.670530428999999,3.507404689,0.855884442,0.758418186,332.192754,0.0,1.326248638,43.58276107,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
almond and chicken soup,100,116.3299712,6.441066282,7.680201729,5.470965418,0.498414986,0.411469741,871.1945244999999,0.13990634,3.283070605,83.32853026,0.082564841,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"amritsari murgh makhani,amritsari butter chicken,butter chicken",100,118.51768490000002,7.248964171,7.133210841,6.478764355,0.639159394,0.903422141,31.83807993,0.052710152,2.275407901,35.18603583,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
chicken and mango curry (thai),100,118.4243217,7.522619592000001,6.092091097000001,8.040898442,0.908597581,0.803852021,234.43434669999996,0.013424867,0.560237768,27.80320366,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
char-grilled lemon mustard pomphret,100,117.6758893,12.66387352,5.477588933,6.020158102999999,1.7300395259999999,1.008735178,991.8379447000001,0.000664032,0.5515968379999999,0.28458498,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
crab steamed or braised in sauce,100,92.59377475,17.34681729,0.571421759,1.478166319,0.048643815,1.240608048,955.9686437999999,0.0,0.085186051,39.25341282,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"chicken with mushroom sauce,chicken in mushroom sauce,chicken in mushroom gravy,chicken breast in mushroom sauce,grilled chicken breast with mushroom sauce",100,112.52855759999998,7.078618908999999,7.567602452,4.205046789,0.587415295,0.330429171,672.1387543999999,0.085511455,1.364032268,31.62310423,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
thai chicken and mushroom broth,100,93.49643772,12.09155329,3.438791883,3.20531261,1.255736086,0.702766113,442.14280139999994,0.0,0.865962872,45.63380282,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
chicken jalfrezi,100,98.11055803,7.092984019,4.916426513,6.067283207000001,0.7316478909999999,1.850013099,535.3927168,0.08522399800000001,1.9595907780000001,26.57191512,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"sweet chilli orange chicken,chilli orange chicken,orange chicken",100,108.11560359999999,8.084424411,5.990707351,5.386777273,0.9195561720000001,1.9745688419999998,294.7475728,0.063661581,1.060101248,35.78363384,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
chicken and sweet potato dill curry,100,108.19270829999999,9.889644097,5.292100694,5.532135417,1.4997395830000002,0.032552082999999996,878.6666667000002,0.038194444,0.78525434,35.15625,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"achari gosht,achari mutton,pickled lamb curry,lamb in pickle gravy",100,110.1745636,7.935112219,6.678678304,4.827306733,0.922693267,0.649875312,506.4613466,0.14029925199999999,2.974561097,0.7481296759999999,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
chicken vindaloo,100,137.9384563,9.028688119,6.775517552,9.914005401,1.080423042,0.8563568859999999,257.1929568,0.074257426,0.837284203,34.17529253,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"adraki chilli chicken,ginger chicken",100,118.7598425,10.90792651,5.1417322830000005,5.292965879,0.88976378,0.052362205,664.9356955,0.034645669,0.892238845,42.51968504,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
custard,100,140.90058480000002,5.751461987999999,8.314619882999999,10.13573099,0.021052632,3.632748538,746.9649122999999,0.14035087699999999,3.5677543860000003,262.22222220000003,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"safed maas recipe,rajasthani safed maas,lamb in white gravy,mutton in cashew curry",100,177.3825215,10.64369628,12.43982808,6.540114612999999,1.3954154730000001,0.44097421200000003,651.765043,0.052793695999999994,0.876790831,1.719197708,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"karuvepilai chicken fry recipe,karuveppilai chicken fry,chicken with curry leaves,curry leaves chicken fry,karuveppilai kozhi kari,chettinad karuveppilai milagu kozhi",100,141.8829025,15.71612582,7.198536282,2.856175646,1.032201806,0.013827468,669.5309872,0.041108689,1.300473996,63.0644659,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"tandoori chicken curry,tandoori chicken with curry",100,141.69962769999998,16.28352606,7.410906702,1.344966053,0.274682435,0.002015988,494.0593517,0.029429041,1.884719339,68.88961892,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"aam kashundi kakra,crab with raw mango and mustard sauce",100,76.70458716,13.75636697,0.55253211,3.3900183489999995,0.8695412840000001,0.417229358,794.6146789,0.00010275200000000001,0.086906422,30.82568807,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
chicken satay,100,184.36835280000003,15.25331388,12.90197147,1.8702594030000002,0.349610895,0.704857328,823.0616407000001,0.06031128400000001,2.959389105,66.92607004,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"south indian grilled fish,grilled spicy fish,spicy grilled fish,grilled snapper with indian spices",100,183.35177869999998,11.91936759,13.59462451,3.2529644269999998,1.135573123,0.0,814.8822134,0.00044268800000000005,1.3987351780000001,0.28458498,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
scrambled egg,100,174.87186090000003,10.4855763,14.25241468,1.14591114,0.068190599,0.0,365.6844816,0.04121056,0.391500322,2.472633612,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
classic railway mutton curry,100,169.9105889,11.06333874,11.409792,6.2697676929999995,1.2339546190000001,0.7471501890000001,373.5696921,0.025715829,1.241045921,0.648298217,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"kashmiri style gushtaba,gushtaba,minced mutton in curd,kashmiri gushtaba",100,169.5010395,12.63185031,12.35862786,1.9160498959999999,0.024948025,0.021205821,951.0561331,0.020790021000000002,0.6158378379999999,2.494802495,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
dhakai fish tikka,100,166.9674532,11.58779496,11.17233523,5.34906428,0.752318959,0.246786005,370.4971522,0.0,0.250504475,0.585842148,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"kerala style prawn curry,chemmeen curry,prawn coconut curry,kerela prawn curry,chemmeen moilee,konju varutharaccha curry,chemmeen thenga pal curry",100,165.1672854,11.96199825,10.90532867,4.981445731,0.390456432,0.776042804,488.8071631,0.08283468,1.298717187,87.90128849,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"spicy lemon chicken kebab,lemon chicken,lemon chicken kebob,spicy chicken kebab",100,163.2666667,9.700666667,12.37626667,3.658666667,0.818666667,0.3808,550.1466667000001,0.034666667000000005,2.379333333,45.86666667,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"goat curry in yogurt gravy,mutton in yogurt curry,mutton in curd curry,mutton masala in yogurt gravy",100,179.9324209,13.65546621,12.51197605,3.15786142,0.7689478190000001,0.098289136,35.93541488,0.0,0.37878614200000005,1.026518392,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"keongs chicken and green chilli spring onions,keong's chicken,keong's chilli chicken,chilli chicken from mainland china",100,161.68434409999998,9.16685012,10.70142266,7.092644937,0.8651349190000001,0.763772375,272.56836760000004,0.14106331800000002,1.0245252470000001,32.46059311,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
chicken 65,100,162.9069264,14.81914502,8.762851732,5.595443723,0.505032468,1.918695887,1117.351732,0.099431818,1.4905422080000001,55.60064935,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
andhra chicken fry,100,147.31372549999998,16.15505447,8.14745098,1.292004357,0.327233115,0.017058824,490.5315904,0.05751634,1.393411765,66.17647059,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"achari paneer tikka,pickle flavour paneer tikka",100,142.24324319999997,9.356756757000001,10.02486486,3.6627027030000003,0.0,2.694054054,679.6540541,0.140108108,1.575135135,9.081081081,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"andhra pepper chicken,pepper chicken,murgh kali mirch",100,151.1596639,13.71207498,8.117259211,5.287834518,2.347188106,0.13031674199999999,558.8623142000001,0.06826115099999999,1.1700012929999999,52.3594053,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"chicken saaru,koli saaru,gowda chicken curry,natu koli curry,chicken sambar,sambar chicken curry",100,149.363292,11.28494835,8.908918733,5.677097107000001,2.104993113,0.103047521,712.0,0.045454545,1.024191116,41.83884298,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
homemade garlic chicken,100,152.8735178,12.34814229,9.820158102999999,3.24972332,0.518972332,0.011857708,824.4703557,0.10434782599999999,1.413901186,48.73517787,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"prawn ghee roast,manglorean prawn ghee roast,eral chukka",100,153.5253074,14.32203889,9.738061195,2.201263941,0.049671147,0.074635402,612.4389477000001,0.0,0.2886497,0.8578781809999999,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
roshun bhapa bhetki,100,156.4641621,10.30045477,10.35475037,5.897226891,0.503509639,0.087548196,247.01977259999998,0.000138408,0.771153732,2.600098863,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"kosha mangso,bengali mutton kasha",100,158.7654321,12.14407407,10.76528807,3.712469136,0.61872428,1.5422016459999999,759.68107,0.025037037,1.023144033,1.646090535,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
mild chicken 65,100,152.382716,12.23871056,8.003950617000001,7.811769547000001,0.485185185,0.050246914000000004,585.196845,0.040123457,1.8655843619999999,54.32098765,0.0,28,,LOW,LOW,LOW,LOW,,,HIGH,,HIGH,HIGH
"carrot payasam,carrot kheer,gajar ka kheer",100,313.6534091,2.249204545,24.59573864,21.25664773,1.010795455,1.7166477269999998,253.26136359999998,0.0,0.145278409,0.170454545,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"kaju mutter masala,kaju matar masala,cashew peas masala",100,313.4182692,15.21625,12.67644231,37.53,13.21730769,5.690769231,196.40384619999998,0.20792307699999998,6.199836538,3.913461538,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"curry of tofu, mushroom and vegetables ( thai ),thai tofu curry",100,296.76461989999996,10.40274854,16.36848684,28.40792398,9.053581871,3.7227266080000003,790.7331871,0.038596491000000004,0.357260965,1.900584795,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"curry of tofu,mushroom and vegetables ( thai ),vegetables and tofu curry",100,291.4744255,10.33248332,16.20567087,26.74682728,8.284358784,3.872646405,656.8169014,0.039140104,0.339194218,1.927353595,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
gobhi 65,100,289.2070246,5.8293889210000005,14.69017704,34.03502856,3.799600228,2.103583666,849.0759565999999,0.314820103,0.797400914,1.798972016,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"moong dal dahi vada,mung dal dahi vada,mung daal dahi vada",100,260.141844,8.868085106,16.21276596,20.94184397,4.624113475,1.8723404259999998,321.68794330000003,0.24964539,1.8902127659999999,3.404255319,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"thai style bananas,thai style fried bananas",100,286.6840909,3.147681818,14.07345455,37.34397727,2.440909091,3.5185227269999997,192.74431819999998,0.2,0.772913636,1.9090909090000001,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"sabzi ka salan,mix sabzi ka salan,mix vegetable salan",100,274.14851489999995,10.17188119,12.42693069,31.49851485,10.56039604,2.160693069,413.5445545,0.052277227999999995,0.630059406,1.1881188120000001,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
buckwheat khichdi,100,280.1155289,10.07156039,7.353083271,48.11917479,6.766616654,0.23590397600000002,305.77869469999996,0.48432108,0.739026257,0.9002250559999999,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
spinach pakoda chaat,100,288.2674961,11.90824261,11.90015552,33.14525661,5.277760498,5.823888025,410.52255049999997,0.45878693600000003,0.983384137,1.866251944,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"mangalorean chicken curry in coconut milk,mangalorean chicken curry,chicken currywith coconut milk,chicken ghassi,chicken gassi,kori ghassi",100,288.3182844,2.78979684,25.62510158,11.77589165,7.325507901,0.027088036,2.451467269,0.0,0.0058419859999999995,0.182844244,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
bread dhokla,100,328.1345566,9.473211009,8.061365953,54.24375127,1.647298675,1.909480122,642.9847095,0.080733945,1.060181448,1.22324159,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
cauliflower with peanut sauce,100,272.43859649999996,11.49824561,21.42280702,12.687719300000001,3.815789474,2.536842105,890.5245614,0.035087718999999996,2.578947368,2.105263158,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
coconut curd chutney,100,349.52182949999997,8.006070686000001,25.68918919,21.94307692,9.496881497,0.021205821,440.02494800000005,0.10977131,0.7902661120000001,1.496881497,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"mysore bonda,mysore bajji,ulundu bonda",100,434.03797469999995,14.62291139,16.84886076,56.31594937,7.496202532000001,0.22556962,22.88607595,0.267341772,0.8936582279999999,2.392405063,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
moong dal dhokla,100,380.22772280000004,16.59148515,15.81920792,43.42633663,6.320792078999999,3.6089108910000003,796.3861386,0.25009901,0.7877227720000001,0.712871287,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"khandvi,khandvi gujrati snack",100,255.14812859999998,11.57899842,10.58273063,27.95795467,5.6645229310000005,4.608666315,468.98892989999996,0.35129151299999994,1.0026136,2.530311017,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
masala kadalai,100,505.9428571,19.18438095,33.05295238,36.912,7.878095237999999,6.0068571429999995,401.2761905,0.46399999999999997,2.9813714289999997,0.8,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
ribbon pakoda,100,478.2045455,9.964621212,25.36568182,52.7625,6.134848485,1.9462121209999999,318.12878789999996,0.424545455,1.147704545,3.1818181819999998,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"cashewnut pakoda,cashew pakoda,munthiri puruppu pakoda,munthiri pakoda,kaju pakora,cashewnut fritters",100,477.26086960000004,11.93913043,25.35652174,52.425,5.358695652,3.92826087,19.67391304,0.379565217,2.536521739,4.456521738999999,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
homemade aloo bhujia,100,452.163522,10.97761006,28.43610063,38.37761006,5.596226415,4.8514465410000005,274.918239,0.7465408809999999,1.227836478,0.79245283,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
kara boondi,100,443.7954545,17.65886364,20.84909091,48.24181818,7.4590909089999995,6.516363636,915.6818182,0.313636364,2.03025,2.795454545,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
homemade croissant,100,365.1362229,6.587368421,22.29544892,34.66210526,0.24984520100000002,3.7151702789999996,413.07120739999993,0.032198142,0.315179567,1.931888545,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
kaju kismis,100,430.5,10.01,22.075,52.395,1.65,2.955,6.0,0.0,3.8915,5.0,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"cholar daal,bengali style chana dal",100,416.6222962,15.34146423,17.58635607,49.98006656,11.75041597,3.721297837,49.63061564,0.0,0.39122795299999996,0.49916805299999994,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
rava pongal,100,416.47058819999995,11.66811463,15.96455505,57.37746606,1.58974359,0.580995475,602.7963801,0.0,0.709855204,0.904977376,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"dakshin calamari,malabar calamari",100,414.1859356,9.365673421,18.7942789,51.29582837,3.598569726,3.09749702,581.6805721,0.251728248,1.355256257,1.501787843,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"omapaddi,plain sev,oma podi,omapodi",100,411.4909091,12.08545455,12.13090909,62.74181818,6.436363636,4.305454545,379.9818182,0.346909091,0.556363636,3.8181818180000002,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"goli bajji,goli baje,mangalore bonda,mangalore bajji,maida bajji",100,395.1504907,6.122082879,24.31441658,38.8638386,0.793675027,1.165997819,443.7339149,0.383860414,1.4316106869999998,1.521264995,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"moong soup with paneer,dal and paneer soup,dal soup and paneer",100,392.3233083,16.74345865,19.54285714,37.39172932,4.9323308269999995,1.2321804509999998,1247.706767,0.0,0.310015038,3.067669173,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"kara sev,karasev,khara sev,spicy sev",100,423.70469800000006,10.37785235,14.79060403,61.71812081,5.677852349,3.311409396,282.13422819999994,0.326979866,0.7093288590000001,4.228187919,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"stuffed moong dal n potato roll,dal and aloo roll",100,250.89978680000002,7.027761194,13.51818763,25.87063966,3.13901919,0.363710021,431.8422175,0.247228145,0.72052452,0.383795309,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"gattey ki kadhi,gatte ki curry,gatte ki kadhi,marwadi gatte ki kadhi,sindhi style gattey ki kadhi",100,202.375,9.309375,8.653125,21.56875,3.375,3.390625,672.46875,0.298125,1.46703125,3.75,0.0,31,HIGH,LOW,,,LOW,,,HIGH,,HIGH,HIGH
"chicken pakoda,chicken pakora,crispy chicken pakora,crispy chicken pakoda,chicken fritters",100,206.076087,14.54184783,10.85163043,11.84021739,2.304347826,1.769021739,477.1521739,0.227282609,1.128043478,44.02173913,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"crab steamed or braised in pepper garlic,steamed butter-garlic crab,steamed pepper-garlic crab,braised garlic crab,braised pepper crab,butter-garlic crab,pepper crab,milaku nand,kali mirch aur lahsun wala kekda",100,234.6875568,12.55891916,18.30786558,4.3639327880000005,2.476566757,0.202370572,708.0508629,0.0,0.452365123,26.70299728,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"mangalorean chicken ghee roast,chicken ghee roast",100,234.3345841,11.54558474,19.57942464,3.1181613510000004,0.045590994,0.133208255,655.633521,0.040650407,1.723662289,54.62789243,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
urad dal with paneer,100,228.3409091,11.77636364,9.622727272999999,23.91431818,4.747727273,0.418409091,454.9090909,0.167863636,5.993227273,15.0,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"red pumpkin pachadi,pumpkin in yogurt and coconut milk,pumkin n coconut milk stew",100,223.839779,2.75359116,19.92044199,8.47281768,0.0,0.551381215,446.5779006,0.019447514,0.493149171,1.325966851,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"cottage cheese with chili n soya,chilli paneer,spicy paneer,paneer with chilli,spicy cottage cheese",100,220.58540930000004,7.445231317,16.74991103,8.518451957,1.174199288,0.112099644,873.6201068,0.0,7.464266904,29.359430600000003,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"kerala chicken curry,traditional chicken curry,nadan chicken curyy",100,218.3382353,12.58244118,16.46602941,4.992088235,1.4085294119999998,0.044470588,505.6264706,0.0014823529999999998,5.287088235,47.64705882,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"almond fried fish with ginger sauce,fish with almonds",100,235.9249147,10.97064846,11.68075085,17.92590444,0.7617747440000001,1.968771331,341.887372,0.028122867000000003,1.711399317,0.252559727,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
smoked hilsa,100,212.8775401,16.2987471,14.346135999999998,4.671965019,0.670533643,0.063246475,258.4106729,0.010164555,0.522514367,0.8566839190000001,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
andhra chicken curry,100,207.3183115,10.48454079,15.13659441,7.300684541,1.41294923,1.557016543,258.6908157,0.042133485,1.507421563,34.65487735,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
thai chilli chicken,100,205.43318969999999,15.35381466,7.963663792999999,17.40786638,0.141594828,0.043017241,290.9525862,0.068275862,1.172903017,52.37068966,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
roasted veg and grilled paneer,100,203.7757799,8.322426982,16.73050765,4.655892443,0.8191701440000001,0.829777469,310.759388,0.08436717699999999,9.880759388,36.71766342,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"kerala style chicken chatti pathiri,chatti pathal,chatti pathiri,adukku pathiri,crepes layered with chicken",100,197.6310821,12.94380537,8.813907044,15.91377633,0.493972404,0.027233115,751.0341322,0.0015250539999999999,5.322703703999999,44.11764706,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"murgh aur masoor dal,murghi aur masoor dal,chicken with red lentils,bombay style chicken and red lentil curry,dal chicken,daal chicken",100,181.4878706,15.07052561,4.645687332,19.44539084,3.4893531,0.07277628,34.49460916,0.035579515,0.71132345,32.74932615,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"kasuri malai murgh tikka,kasuri malai murgh,kasuri malai murg",100,176.10238049999998,9.195748894,13.21708447,8.806113335,3.214282705,0.582578471,452.06361910000004,0.027807036,4.5284027810000005,41.28923531,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
french omelette,100,209.5748031,9.24519685,18.69220472,1.715354331,0.19921259800000002,0.012125984,554.1968504,0.047244094,6.423047244,28.22834646,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"spinach crepes,palak chilla",100,239.40163930000003,8.291393442999999,10.80270492,27.54901639,1.03442623,1.033606557,458.8852459,0.131262295,5.003819672,16.10655738,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
"karavalli mutton curry,karavalli yarchi curry,coorg mutton curry",100,229.0444763,14.26926829,17.89526542,3.31517934,0.17733142,0.779770445,580.5164993,0.113629842,0.636430416,0.430416069,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
chicken shami kabab,100,241.324091,12.75675647,17.97057285,7.633580957,1.8533350769999999,0.018048653,546.1799633999999,0.241171855,1.750769553,44.99084489,0.0,22,,LOW,,LOW,LOW,,,HIGH,,HIGH,HIGH
