recipe_name,ingredient_not_found,Error,item_link,weight,quantity,energy_gm,protein_gm,fat_gm,carbs_gm,total_dietary_fibre_gm,sugar_gm,sodium_mg,trans_fat_gm,total_saturated_fat_gm,cholesterol_mg,added_sugar_gm
"cabbage foogath,cabbage sabzi,patta gobhi sabzi,stir fried
 cabbage and green peas",SUCCESS,SUCCESS,https://www.tarladalal.com/Cabbage-Foogath-32849r,440.5,,1404.4,54.5386,68.321,148.29309999999998,67.965,19.410999999999998,1987.19,0.0063,18.919539999999998,0.0,0.0
stuffed potato dal dhokli,SUCCESS,SUCCESS,https://www.tarladalal.com/Stuffed-Potato-Dal-Dhokli-41249r,1325.25,4.0,3223.3575,117.819575,83.03192499999999,511.89055,51.75200000000001,4.368425,6510.589999999999,0.473625,4.5453600000000005,4.5,0.0
mushroom curry,SUCCESS,SUCCESS,https://www.tarladalal.com/Fresh-Mushroom-Curry-279r,553.0,,698.11,20.696199999999997,48.4715,54.127700000000004,8.079,17.776,2333.5,0.528,6.81738,12.0,0.0
"paneer stuffed green paranthas,paneer stuffed matar paranthas,matar 
paneer paranthas",SUCCESS,SUCCESS,https://www.tarladalal.com/Paneer-Stuffed-Green-Pea-Parathas-3442r,777.5,5.0,2347.5,138.65,23.635,415.15999999999997,123.4,36.825,9303.9,0.132,3.56825,25.5,0.0
rice khichu,SUCCESS,SUCCESS,https://www.tarladalal.com/Rice-Khichu-(-Gujarati-Recipe)-582r,643.0,,2370.28,44.1441,36.7718,462.1857,28.040999999999997,4.128299999999999,1991.5700000000002,0.35200000000000004,4.277270000000001,42.0,0.0
valor papdi nu shak,SUCCESS,SUCCESS,https://www.tarladalal.com/Valor-Papdi-Nu-Shak-Winter-Sabzi-41454r,471.5,,604.15,12.4326,42.12220000000001,45.461,7.191,10.3232,2056.57,0.396,1.04946,0.0,0.0
paneer makhmali,SUCCESS,SUCCESS,https://www.tarladalal.com/Paneer-Makhmali-4320r,1191.0,,1215.32,81.82489999999997,66.897,80.59689999999999,17.393,31.075000000000003,5076.35,0.7797000000000001,23.38776,137.25,0.0
"batata chips nu shak,alu chips sabzi,spicy potato wedges",SUCCESS,SUCCESS,https://www.tarladalal.com/Batata-Chips-Nu-Shaak-4335r,705.0,,1292.1999999999998,17.799,70.33250000000001,154.1845,11.684999999999999,7.6495,2009.3500000000001,0.88,5.81735,4.5,0.0
moong dal dhokla,SUCCESS,SUCCESS,https://www.tarladalal.com/Moong-Dal-Dhokla-2874r,402.5,4.0,1482.075,78.6435,41.743500000000004,199.5015,28.259999999999998,9.112499999999999,2051.675,0.6315000000000001,1.9889999999999999,1.7999999999999998,0.0
spinach pakoda chaat,SUCCESS,SUCCESS,https://www.tarladalal.com/Spinach-Pakoda-Chaat-(--Desi-Khana)-1511r,643.0,,1853.56,76.57000000000001,76.518,213.124,33.93600000000001,37.447599999999994,2639.6600000000003,2.9499999999999997,6.32316,12.0,0.0
"south indian mixed vegetable khichdi,south indian vegetable brown rice khichdi",SUCCESS,SUCCESS,,920.0,,1982.9,74.03,18.69,378.36,46.43,6.720000000000001,2088.5,0.09100000000000001,2.0414999999999996,0.0,0.0
"pumpkin and chawli errissery,pumpkin and lobhia sabzi,pumpkin and 
lobhia errissery",SUCCESS,SUCCESS,,799.0,,2059.41,148.13240000000002,11.225,343.1354,1.4690000000000003,3.238,2091.2700000000004,0.08800000000000001,0.24631,0.0,0.0
"rice thattai,rice crispies",SUCCESS,SUCCESS,https://www.tarladalal.com/Thattai-Rice-Crispies-South-Indian-Jar-Snack-42037r,636.0,25.0,2794.19,49.95660000000001,114.85,390.90360000000004,30.681,3.0300000000000002,2014.7900000000002,1.76,7.14184,31.5,0.0
butter murrukku,SUCCESS,SUCCESS,https://www.tarladalal.com/Butter-Murruku-Recipe-South-Indian-Jar-Snack-42068r,1095.0,5.0,4586.299999999999,79.242,151.78,723.5640000000001,48.15,9.213000000000001,2233.94,2.9504,25.0534,127.5,0.0
"aloo cheese croquettes,aloo cheese cutlets,potato cheese croquettes",SUCCESS,SUCCESS,https://www.tarladalal.com/Aloo-Cheese-Croquettes-Potato-and-Cheese-Rolls-32755r,1085.0,12.0,2659.9,47.50900000000001,147.246,267.67,12.45,16.423,5047.2,1.76,31.2615,70.05,0.0
"maharashtrian kothimbir vadi,fried coriander besan snack",SUCCESS,SUCCESS,https://www.tarladalal.com/Maharashtrian-Kothimbir-Vadi-Recipe-Deep--Fried-42069r,525.0,,1844.6,86.726,81.694,193.364,43.760000000000005,33.593999999999994,2186.6,2.9499999999999997,2.3318,0.0,0.0
"moong dal dosa,pasarattu,green moong dal dosa",SUCCESS,SUCCESS,https://www.tarladalal.com/Moong-Dal-Dosa-2933r,1035.0,45.0,3817.2,137.66,38.28,715.64,41.199999999999996,0.0,2052.7000000000003,0.528,2.3369999999999997,0.0,0.0
"stuffed bhavnagri chillies,moong dal stuffed mirchi,bharela moong 
dal marcha",SUCCESS,SUCCESS,,200.5,12.0,462.3,26.46,8.836,71.1608,10.2,5.596,1973.26,0.132,0.36413,0.0,0.0
kolumbu,SUCCESS,SUCCESS,https://www.tarladalal.com/Kolumbu-1664r,1172.5,,2078.575,110.51599999999999,39.415,322.408,63.655,1.8409999999999997,3080.315,1.0026000000000002,12.064699999999998,0.0,0.0
"moong soup with paneer,dal and paneer soup,dal soup and paneer",SUCCESS,SUCCESS,https://www.tarladalal.com/Moong-Soup-with-Paneer-How-To-Make-Moong-Soup-358r,266.25,,1000.2375,52.336,33.69,122.06375,16.4,2.0484999999999998,2101.5125,0.0,0.5154,5.1,0.0
"rajgira ki kadhi,amaranth ki kadhi",SUCCESS,SUCCESS,https://www.tarladalal.com/Rajgira-ki-Kadhi-40696r,448.0,,771.5,25.154600000000002,26.0225,112.3271,7.06,31.690999999999995,2163.59,0.0,6.00609,18.0,0.0
instant oats dosa,SUCCESS,SUCCESS,https://www.tarladalal.com/Instant-Oats-Dosa-42028r,685.0,8.0,2284.3,71.877,67.052,353.59200000000004,37.19,0.5940000000000001,2049.1,0.7040000000000001,7.9833,12.3,0.0
"kanda aloo sabzi gujrati style,kanda aloo sabhariyu",SUCCESS,SUCCESS,https://www.tarladalal.com/Kanda-Aloo-Sambhariyu-42046r,552.5,,878.4,17.31025,38.68875,119.01175000000002,17.835,18.3495,2009.6000000000004,0.603,1.2428750000000002,0.0,0.0
masala appe,SUCCESS,SUCCESS,https://www.tarladalal.com/Masala-Appe-Masala-Paniyaram--Made-From-Idli-Batter-42039r,406.5,21.0,502.4,7.4773,30.85125,49.48655,9.31,3.1735,2332.895,0.17600000000000002,0.472845,0.0,0.0
"aloo kulcha,stuffed aloo kulcha",SUCCESS,SUCCESS,https://www.tarladalal.com/Aloo-Kulcha-Amritsari-Potato-Kulcha-42052r,910.0,6.0,2018.8,52.4375,22.1165,403.98800000000006,7.6499999999999995,4.9990000000000006,2143.6,0.5797,8.5367,34.05,0.0
"poha dosa,aval dosa",SUCCESS,SUCCESS,,1435.0,22.0,5097.25,100.99,67.87,996.2600000000001,21.375,0.0,2084.4500000000003,0.0,3.4219999999999997,6.0,0.0
"healthy stuffed luchi,bengali roti",SUCCESS,SUCCESS,https://www.tarladalal.com/Healthy-Stuffed-Luchi-Low-Salt-Recipe-42023r,522.5,8.0,1881.5,99.92,26.1,323.64,46.0,0.82,8779.5,0.0,0.0,0.0,0.0
"hara tava paneer,hara paneer tikka",SUCCESS,SUCCESS,https://www.tarladalal.com/Hara-Tava-Paneer-(-Healthy-Starter-Recipe-)-34726r,450.0,20.0,570.25,12.065999999999999,38.218999999999994,52.062999999999995,13.73,15.424000000000001,2354.55,0.324,2.3688000000000002,5.3999999999999995,0.0
"mag ni dal na dhokla,green moong dal dhokla",SUCCESS,SUCCESS,https://www.tarladalal.com/Mag-Ni-Dal-Na-Dhokla-(-Gujarati-Recipe)-549r,627.5,,2164.1625000000004,147.92975,13.91725,362.65524999999997,49.47,1.51875,3079.1625,0.12725,0.489375,0.6000000000000001,0.0
"aloo chat healthy,potato chaat healthy",SUCCESS,SUCCESS,https://www.tarladalal.com/Aloo-Chaat-(--Punjabi-Khana)-38563r,638.0,,849.6,9.654600000000002,30.622500000000002,136.1331,10.26,0.051,2004.2900000000002,0.528,1.39509,0.0,0.0
cabbage and dal parathas,SUCCESS,SUCCESS,https://www.tarladalal.com/Cabbage-and-Dal-Parathas-22309r,475.0,6.0,1211.85,52.864000000000004,21.355,215.48000000000002,33.474999999999994,4.180000000000001,8746.0,0.264,0.7302,0.0,0.0
"fenugreek and mushroom fried rice,methi aur mushroom brown rice",SUCCESS,SUCCESS,https://www.tarladalal.com/Fenugreek-and-Mushroom-Brown-Rice-7468r,1287.0,,2570.81,62.895,32.249500000000005,505.73949999999996,44.179,7.526,2291.36,0.6566000000000001,14.718799999999998,0.0,0.0
varan bhaat,SUCCESS,SUCCESS,https://www.tarladalal.com/Varan-Bhaat-Maharashtrian-Varan-Bhaat-40855r,1765.0,,5940.5,170.028,38.93,1194.9415,56.12,0.9204999999999999,2067.9,0.32530000000000003,7.465349999999999,0.0,0.0
jain fried rice,SUCCESS,SUCCESS,https://www.tarladalal.com/Vegetable-Fried-Rice-(-Jain-)-8631r,2395.0,,7517.593,150.756,46.94,1572.0333333333333,64.86666666666667,5.305,2573.67,0.528,4.4778,0.0,0.0
bengali style veg chops,SUCCESS,SUCCESS,https://www.tarladalal.com/Bengali-Style-Veg-Chops-Healthy-Low-Salt-Snack-42022r,265.0,12.0,224.4,3.1799999999999997,10.39,30.830000000000002,6.6499999999999995,4.74,2044.3000000000002,0.17600000000000002,0.5,0.0,0.0
mini green pea uttappa,SUCCESS,SUCCESS,https://www.tarladalal.com/Mini-Green-Pea-Uttapa-Green-Peas-Uttapam-36416r,740.0,35.0,2717.85,70.985,33.2,531.84,54.855,11.96,2010.6200000000001,0.264,4.2975,42.3,0.0
red pumpkin chutney,SUCCESS,SUCCESS,https://www.tarladalal.com/Red-Pumpkin-Chutney-Kaddu-Chutney-Bengali-Bhopla-Chutney-41442r,197.5,,156.34999999999997,2.245,0.16249999999999998,36.932,0.0,22.77,1945.89,0.0,0.0,0.0,0.0
bengali masala parantha,SUCCESS,SUCCESS,https://www.tarladalal.com/Masala-Stuffed-Parota-Bengali-Low-Salt-Paratha-42014r,220.0,6.0,812.6,26.42,20.0,143.94,21.4,0.82,8697.9,0.264,0.6945,0.0,0.0
bengali style brown rice khichdi,SUCCESS,SUCCESS,https://www.tarladalal.com/Bengali-Style-Brown-Rice-Khichdi-Low-Salt-Recipe-42016r,1365.0,,4073.5,203.305,31.000000000000004,755.77,190.2,33.09,2159.4,0.003,2.9745000000000004,0.0,0.0
cucumber carrot cow milk curd rice,SUCCESS,SUCCESS,,1395.0,,3615.85,82.11999999999999,41.870000000000005,721.7700000000001,40.075,10.68,2257.61,0.097,10.5875,15.0,0.0
methi palak chawli dhokla,SUCCESS,SUCCESS,https://www.tarladalal.com/Methi-Palak-Chawli-Dhokla-5628r,535.0,,1425.4,100.24000000000001,14.96,223.34,4.32,0.0,2111.46,0.17600000000000002,0.463,0.0,0.0
"doodhi muthiya,lauki muthiya",SUCCESS,SUCCESS,https://www.tarladalal.com/Doodhi-Muthia-(-Gujarati-Recipe)-553r,957.5,,2351.6499999999996,78.36,30.22,446.539,28.349999999999998,16.25,5472.99,0.998,0.8102499999999999,0.0,0.0
paneer tikki,SUCCESS,SUCCESS,https://www.tarladalal.com/Paneer-Tikki-166r,470.0,10.0,1220.65,44.409499999999994,85.554,74.0625,2.745,11.061,3036.65,0.88,11.44195,56.0,0.0
oats roti,SUCCESS,SUCCESS,https://www.tarladalal.com/Oats-Roti-5286r,593.0,10.0,2001.8400000000001,66.90339999999999,42.2086,353.4871,53.491499999999995,4.0741,8726.355,0.308,4.143295,0.0,0.0
"sookha moong,dry moong",SUCCESS,SUCCESS,https://www.tarladalal.com/Sukha-Moong-Gujarati--Dry-Moong-41430r,432.5,,1538.4,98.285,20.32025,241.83725,33.0,1.4995,2046.8125,0.264,0.6985,0.0,0.0
baked bakharwadi,SUCCESS,SUCCESS,https://www.tarladalal.com/Baked-Bhakarwadi-Healthy-Jar-Snack-41998r,302.5,,1541.9750000000001,35.822500000000005,103.13,128.833,22.565,13.8585,5357.174999999999,1.137,4.84815,0.0,0.0
baked thattai,SUCCESS,SUCCESS,https://www.tarladalal.com/Thattai-Recipe-Baked-Thattai-Jar-Snack-41996r,535.0,25.0,1961.5,69.717,30.427,352.606,55.245000000000005,3.255,2041.65,0.471,0.6945,0.0,0.0
bulgar wheat pongal,SUCCESS,SUCCESS,https://www.tarladalal.com/Bulgur-Wheat-Pongal-Low-Salt-Recipe-42008r,316.5,,1127.6000000000001,61.317299999999996,13.74125,195.93655,28.93,0.4355,2009.4950000000001,0.17600000000000002,0.698045,0.0,0.0
onion roti,SUCCESS,SUCCESS,https://www.tarladalal.com/Onion-Roti-1477r,477.0,6.0,1190.94,29.3807,50.31985,167.77664999999996,27.0465,1.3845999999999998,8714.9,0.264,0.70164,0.0,0.0
misal pav,SUCCESS,SUCCESS,https://www.tarladalal.com/Misal-Pav-Or-How-To-Make-Misal-Pav-37212r,651.0,,1221.3600000000001,27.900199999999998,92.6736,76.9374,8.661999999999999,12.278599999999999,1979.16,2.0052000000000003,24.239939999999997,0.0,0.0
mangalore banana puri,SUCCESS,SUCCESS,,411.25,20.0,1850.15,28.310000000000002,122.1,174.03699999999998,22.299999999999997,15.79,7268.625,1.76,4.63,0.0,0.0
moong dal kachori,SUCCESS,SUCCESS,https://www.tarladalal.com/Moong-Dal-Kachori-3862r,775.0,12.0,3449.7,99.717,148.007,432.74600000000004,19.64,3.255,2048.7000000000003,1.7910000000000001,4.167,0.0,0.0
rajgira parantha,SUCCESS,SUCCESS,https://www.tarladalal.com/Rajgira-Paratha--(--Gluten-Free-Recipe)-38601r,483.0,4.0,1625.0400000000002,57.1834,38.1436,271.9606,29.354000000000003,6.9566,1951.68,0.17600000000000002,0.46552000000000004,0.0,0.0
buckwheat khichdi,SUCCESS,SUCCESS,,666.5,,1866.9699999999998,67.12695000000001,49.0083,320.7143000000001,45.099500000000006,1.5722999999999998,2038.0150000000003,3.2279999999999998,4.925610000000001,6.0,0.0
"akki roti,rice roti",SUCCESS,SUCCESS,https://www.tarladalal.com/Akki-Roti-Karnataka-Rice-Flour-Roti-41991r,1245.5,6.0,3903.2000000000003,71.46860000000001,79.2585,721.3301000000001,57.95,11.501999999999999,2097.79,0.396,6.104140000000001,63.0,0.0
"paneer tikka pulao,spicy paneer rice",SUCCESS,SUCCESS,https://www.tarladalal.com/Paneer-Tikka-Pulao-4754r,1552.5,,4828.375,112.55975000000001,144.61724999999998,746.8055,16.01,1.35125,4001.4,1.07325,51.397999999999996,204.0,0.0
potato haandvo,SUCCESS,SUCCESS,https://www.tarladalal.com/Potato-Handvo-(-Non--Fried-Snacks-)-33310r,825.0,,1878.2,59.358999999999995,59.66949999999999,282.7345,68.585,28.833000000000002,4354.150000000001,0.528,2.7448499999999996,0.0,0.0
"minty paneer biryani,pudina paneer biryani",SUCCESS,SUCCESS,https://www.tarladalal.com/Minty-Paneer-Biryani-39562r,945.0,,2840.6000000000004,67.9125,56.956,498.3150000000001,14.125,1.0979999999999999,1972.0500000000002,0.0,23.586,99.0,0.0
gujarati masala bhaat,SUCCESS,SUCCESS,https://www.tarladalal.com/Gujarati-Masala-Bhaat-(-Gujarati-Recipe)-623r,1850.0,,5471.0,166.11,56.35999999999999,1061.4700000000003,124.39999999999999,42.56,2213.9,0.0,2.3379999999999996,0.0,0.0
homemade bikaneri bhujia,SUCCESS,SUCCESS,https://www.tarladalal.com/Bikaneri-Bhujia-3860r,405.0,,1931.0,69.59,108.89,170.82,10.8,10.85,2060.9,2.45,4.63,0.0,0.0
corn methi kebab,SUCCESS,SUCCESS,https://www.tarladalal.com/Corn-Methi-Kebab-(100-Calorie-Snacks)-32609r,460.0,,669.3,17.287,10.842,132.43200000000002,12.66,13.113999999999999,2031.76,0.08800000000000001,1.3828,6.3,0.0
poha dhokla,SUCCESS,SUCCESS,https://www.tarladalal.com/Poha-Dhokla-39002r,555.0,,1343.0,38.1,9.4,276.74999999999994,0.0,0.0,2146.25,0.0,4.0,12.0,0.0
jowar and pear appam,SUCCESS,SUCCESS,https://www.tarladalal.com/Jowar-and-Pear-Appam-Healthy-South-Indian-Snack-41964r,477.5,,1420.85,38.21000000000001,18.34,281.375,37.58,22.223,2197.975,0.0,0.022,1.05,0.0
rava corn dhokla,SUCCESS,SUCCESS,https://www.tarladalal.com/Rava-Corn-Dhokla-(100-Calorie-Snacks)-32598r,708.75,,1629.65,51.84937500000001,8.953000000000001,342.31125,4.00375,12.551499999999999,2126.9125,0.0,2.6505,6.0,0.0
"vangi bhaat,maharashtrian rice with baigan,rice with brinjal",SUCCESS,SUCCESS,https://www.tarladalal.com/Vangi-Bhath-Maharashtrian-Rice-with-Baingan-41956r,2027.5,,7199.8,133.7,73.45,1453.9,32.22,2.16,3001.0499999999997,0.528,4.629,0.0,0.0
beetroot and sesame roti,SUCCESS,SUCCESS,https://www.tarladalal.com/Beetroot-and-Sesame-Roti-39293r,190.0,8.0,624.25,16.7195,30.0005,79.8875,14.219999999999999,0.45499999999999996,5349.450000000001,0.35200000000000004,1.96955,0.0,0.0
palak khichdi,SUCCESS,SUCCESS,https://www.tarladalal.com/Palak-Khichdi-40922r,772.5,,1780.375,39.361000000000004,49.675,286.51800000000003,20.14,5.5009999999999994,2102.8,0.4746,11.3897,0.0,0.0
mixed daal haandvo,SUCCESS,SUCCESS,https://www.tarladalal.com/Mixed-Dal-Handvo-(-Gujarati-Recipe)-583r,640.0,,1783.325,54.524,21.2915,336.5365,21.925000000000004,8.727,2997.115,0.264,2.2247,3.0,0.0
methi ki missi roti,SUCCESS,SUCCESS,https://www.tarladalal.com/Methi-ki-Missi-Roti-Punjabi-Methi-Missi-Roti-30909r,665.0,16.0,2396.0,82.295,78.58000000000001,345.545,40.15,22.314999999999998,7153.85,1.38,0.0,0.0,0.0
masala puri,SUCCESS,SUCCESS,https://www.tarladalal.com/Masala-Puris-Served-with-Curds-and-Chunda-Masala-Puri-for-Breakfast-40885r,320.0,20.0,1696.6,26.42,119.99999999999999,143.94,21.4,0.82,8697.9,2.024,5.3245,0.0,0.0
coriander onion chutney,SUCCESS,SUCCESS,https://www.tarladalal.com/Coriander-Onion-Chutney-1655r,335.0,,609.9,15.113999999999999,36.056000000000004,58.051,11.69,4.161,1979.6000000000001,0.616,1.6246999999999998,0.0,0.0
"spicy pudina khakra,pudina khakra",SUCCESS,SUCCESS,https://www.tarladalal.com/Spicy-Pudina-Khakhras-22300r,282.5,10.0,768.375,30.045250000000003,10.94675,149.945,25.667499999999997,1.6412499999999999,6765.25,0.08800000000000001,0.273025,0.0,0.0
"instant corn dhokla,corn dhokla",SUCCESS,SUCCESS,https://www.tarladalal.com/Instant-Corn-Dhokla-(-Non--Fried-Snacks-)-33273r,715.0,,1716.4,51.84,18.9,342.2,4.0,12.52,2126.9,0.17600000000000002,3.113,6.0,0.0
"spinach cheese rolls with honey chilli sauce,palak paneer rolls",SUCCESS,SUCCESS,https://www.tarladalal.com/Spinach-Cheese-Cigars-with-Honey-Chilli-Sauce-8610r,730.0,24.0,3764.9500000000003,7.050000000000001,378.53,77.589,4.6,46.050000000000004,3316.04,6.336,26.668,3.55,0.0
"rava vada,sooji vada",SUCCESS,SUCCESS,https://www.tarladalal.com/Rava-Vada-Sooji-Vada-41937r,935.0,20.0,2399.2,72.35000000000001,23.380000000000003,474.99999999999994,6.58,0.0,2217.9,0.0,4.0,12.0,0.0
"methi muthias,gujarati methi muthias",SUCCESS,SUCCESS,https://www.tarladalal.com/Methi-Muthias-Gujarati-Methi-Muthia-1360r,581.25,15.0,3165.6875,24.415000000000003,306.095,92.71625,17.8,24.342499999999998,3774.2375,5.625,13.89,0.0,0.0
dakor na gota,SUCCESS,SUCCESS,https://www.tarladalal.com/Dakor-Na-Gota-(-Gujarati-Recipe)-563r,542.5,,2499.125,65.58,114.98,302.7325,21.6,59.125,2108.275,3.1399999999999997,4.63,0.0,0.0
"moong dal dahi vada,mung dal dahi vada,mung daal dahi vada",SUCCESS,SUCCESS,https://www.tarladalal.com/Moong-Dal-Dahi-Vada-1387r,705.0,,1834.0,62.519999999999996,114.3,147.64,32.6,13.2,2267.9,1.76,13.326,24.0,0.0
"paneer amritsari tikka,paneer tikka",SUCCESS,SUCCESS,https://www.tarladalal.com/Paneer-Amritsari-Tikka-(-Kebabs-and-Tikkis-Recipe)-32715r,870.0,20.0,4298.75,81.225,428.645,39.059999999999995,5.4,5.425,1969.9,5.625,88.89,330.0,0.0
"palak chhola dal idli,palak chana dal idli",SUCCESS,SUCCESS,https://www.tarladalal.com/Palak-Chola-Dal-Idli--Breakfast-Recipe-33854r,367.5,14.0,1132.975,63.60500000000001,17.27,181.165,47.400000000000006,0.0,2192.6,0.0,0.0,0.0,0.0
afghani paneer,SUCCESS,SUCCESS,https://www.tarladalal.com/Afghani-Paneer-30939r,590.0,8.0,1940.3499999999997,73.692,171.855,31.219500000000004,4.41,3.126,1971.0500000000002,0.0,88.79209999999999,367.0,0.0
kanchipuram idli,SUCCESS,SUCCESS,https://www.tarladalal.com/Kanchipuram-Idli-1702r,740.5,25.0,2821.5649999999996,63.7511,40.09925,535.79095,20.1165,0.02955,1983.76,0.264,2.391415,0.05,0.0
"gehun ki bikaneri khichdi,wheat khichdi",SUCCESS,SUCCESS,https://www.tarladalal.com/Gehun-ki-Bikaneri-Khichdi-3896r,335.0,,1310.0,48.1,34.2,202.3,33.2,0.0,1999.3000000000002,0.0,0.0,0.0,0.0
gavarfali ki sabzi,SUCCESS,SUCCESS,https://www.tarladalal.com/Gavarfali-ki-Subzi-(--Rajasthani)-3865r,525.0,,476.7,18.599,37.789,47.221999999999994,17.04,1.085,2094.3,0.597,5.389,12.0,0.0
stuffed shahi puri,SUCCESS,SUCCESS,https://www.tarladalal.com/Stuffed-Shahi-Puri-242r,682.5,12.0,1821.3,69.105,77.07,230.55,40.559999999999995,1.23,13195.08,0.0,22.8,99.9,0.0
"aloo kurkure,chatpate kurkure aloo",Potato Boiled,Ingredent does not exist in the db
ker aur kismis,Ker,Ingredent does not exist in the db
achari dip,SUCCESS,SUCCESS,https://www.tarladalal.com/Achar-Dip-Achari-Dip-22718r,165.0,,160.625,14.924999999999999,5.38,13.4085,0.0,12.825,1988.9750000000001,0.134,1.96075,6.0,0.0
korma rice,SUCCESS,SUCCESS,https://www.tarladalal.com/Korma-Rice-1548r,1820.0,,4124.45,91.9215,62.7915,779.9180000000001,29.380000000000003,32.411,3964.6000000000004,0.0,5.9566,11.7,0.0
chawal bhakri chiwda,SUCCESS,SUCCESS,https://www.tarladalal.com/Chawal-Bhakri-Chivda-Rice-Flour-Bhakri-Chivda-41305r,925.0,,3000.3500000000004,55.75175,43.626000000000005,591.283,37.4275,10.9235,2001.9750000000001,0.6333,10.5581,52.5,0.0
soya khaman dhokla,SUCCESS,SUCCESS,https://www.tarladalal.com/Soya-Khaman-Dhokla-4657r,320.0,15.0,1255.1,76.09250000000002,36.057,162.653,25.815000000000005,33.88099999999999,2056.5,1.123,3.2135,0.0,0.0
paneer chilli dosa,SUCCESS,SUCCESS,https://www.tarladalal.com/Paneer-Chilly-Dosa-Mumbai-Roadside-Recipe-33398r,967.5,15.0,6159.860869565217,68.86010869565219,87.46823913043477,1250.2397826086956,7.425217391304347,818.7879130434784,1503.1239130434783,0.4746,63.42955,228.75,810.0
whole wheat dosa with paneer chilli,SUCCESS,SUCCESS,https://www.tarladalal.com/Whole-Wheat-Dosa-with-Mixed-Vegetables-41389r,1135.0,10.0,3760.0,181.955,51.120000000000005,668.79,197.00000000000003,23.045,10835.7,0.44,4.0655,0.0,0.0
oats moong dal tikki,SUCCESS,SUCCESS,https://www.tarladalal.com/Oats-Moong-Dal-Tikki-35288r,595.0,12.0,1965.8500000000001,90.11000000000001,33.004999999999995,329.62500000000006,47.824999999999996,2.9699999999999998,2034.6000000000001,0.17600000000000002,4.393,1.7999999999999998,0.0
aam aur chane ka achar,SUCCESS,SUCCESS,https://www.tarladalal.com/Aam-Aur-Chane-ka-Achaar-(--Rajasthani)-3904r,565.0,,2680.4,21.939999999999998,256.25,84.16,18.5,10.7,2052.2000000000003,0.0,29.55,0.0,0.0
potato khichdi,SUCCESS,SUCCESS,https://www.tarladalal.com/Potato-Khichdi--Faraal-Aloo-Khichdi-40883r,500.0,,994.75,19.3,55.019999999999996,113.462,11.05,17.33,1991.0500000000002,0.528,4.524,0.0,0.0
moong dal and spinach idli,SUCCESS,SUCCESS,https://www.tarladalal.com/Moong-Dal-and-Spinach-Idli-38991r,311.25,12.0,740.05,51.355,4.7299999999999995,123.25,18.65,0.0,2056.2000000000003,0.022000000000000002,0.357875,0.8999999999999999,0.0
moong dal parantha,SUCCESS,SUCCESS,https://www.tarladalal.com/Moong-Dal-Paratha-765r,635.0,12.0,1754.35,66.29,33.85,317.22900000000004,52.599999999999994,12.82,12107.949999999999,0.44,1.5055,0.0,0.0
green pea pulao,SUCCESS,SUCCESS,https://www.tarladalal.com/Green-Pea-Pulao-with-Paneer-Koftas-1547r,3007.5,,10634.624999999998,245.37,236.45999999999998,1842.9745,108.52000000000001,28.655,2196.46,1.76,41.353,141.0,0.0
vegetable kebab,SUCCESS,SUCCESS,https://www.tarladalal.com/Vegetable-Kebab-38790r,730.0,15.0,918.75,15.6355,53.6405,94.869,17.61,4.8825,1999.74,1.1905000000000001,2.315,0.0,0.0
moong dal toast,SUCCESS,SUCCESS,https://www.tarladalal.com/Moong-Dal-Toast-Pan--Fried-Moong-Dal-Toast-146r,950.0,10.0,2723.6000000000004,117.9065,59.6885,430.953,58.345,12.747499999999999,2037.4,0.8955000000000001,7.0954,0.0,10.0
rajma kebab,SUCCESS,SUCCESS,https://www.tarladalal.com/Rajma-Kebab-(100-Calorie-Snacks)-32610r,475.0,8.0,1300.9,50.679,43.958,177.955,6.390000000000001,0.192,1954.4,0.7040000000000001,2.0149,0.0,0.0
paneer pudina tikki,SUCCESS,SUCCESS,https://www.tarladalal.com/Paneer-Phudina-Tikki-2901r,300.0,8.0,1088.55,30.4795,100.759,17.2675,2.985,0.096,1938.65,0.88,32.39645,132.0,0.0
kabuli chana kofta biryani,SUCCESS,SUCCESS,https://www.tarladalal.com/Kabuli-Chana-Kofta-Biryani-1970r,1280.5,,3441.205,80.0634,73.429,604.6739000000001,32.716,26.718999999999998,3953.0550000000003,2.7784,51.805809999999994,20.4,0.0
mixed vegetable haandvo,SUCCESS,SUCCESS,https://www.tarladalal.com/Mixed-Vegetable-Handvo-Non-Fried-Snacks-33316r,567.5,,541.225,6.914,30.397,60.973,4.64,6.412,2498.03,0.528,1.4001000000000001,0.0,0.0
sabudana vada,SUCCESS,SUCCESS,https://www.tarladalal.com/Sabudana-Vada-(-Mumbai-Roadside-Recipes-)-33443r,700.0,12.0,2167.5,30.417499999999997,80.102,344.27299999999997,12.765,14.826,1983.5500000000002,0.528,7.661,0.0,0.0
quinoa muthia,Quinoa Flour,Ingredent does not exist in the db
flax seeds dry chutney,Flax Seeds,Ingredent does not exist in the db
"idaba,jain dhokla,non fermented dhokla,flat dhokla",SUCCESS,SUCCESS,https://www.tarladalal.com/Idada-(-Non-fried-Snacks-)-33268r,1013.75,,3643.625,83.495,12.919999999999998,773.6850000000001,24.299999999999997,0.0,1986.7,0.11,1.7113749999999999,0.0,0.0
